t	amplitude xerr yerr
124.9	9.860E-2 0.0008 0.008
124.9	9.098E-2 0.0008 0.008
125.0	8.255E-2 0.0008 0.008
125.0	7.421E-2 0.0008 0.008
125.0	6.523E-2 0.0008 0.008
125.1	5.514E-2 0.0008 0.008
125.1	4.484E-2 0.0008 0.008
125.1	3.403E-2 0.0008 0.008
125.2	2.347E-2 0.0008 0.008
125.2	1.273E-2 0.0008 0.008
125.2	1.781E-3 0.0008 0.008
125.3	-9.488E-3 0.0008 0.008
125.3	-2.038E-2 0.0008 0.008
125.3	-3.152E-2 0.0008 0.008
125.4	-4.203E-2 0.0008 0.008
125.4	-5.282E-2 0.0008 0.008
125.4	-6.279E-2 0.0008 0.008
125.5	-7.183E-2 0.0008 0.008
125.5	-8.085E-2 0.0008 0.008
125.5	-8.919E-2 0.0008 0.008
125.6	-9.684E-2 0.0008 0.008
125.6	-0.104 0.0008 0.008
125.6	-0.110 0.0008 0.008
125.7	-0.115 0.0008 0.008
125.7	-0.119 0.0008 0.008
125.7	-0.124 0.0008 0.008
125.8	-0.126 0.0008 0.008
125.8	-0.127 0.0008 0.008
125.8	-0.128 0.0008 0.008
125.9	-0.128 0.0008 0.008
125.9	-0.127 0.0008 0.008
125.9	-0.124 0.0008 0.008
126.0	-0.121 0.0008 0.008
126.0	-0.117 0.0008 0.008
126.0	-0.113 0.0008 0.008
126.1	-0.107 0.0008 0.008
126.1	-0.101 0.0008 0.008
126.1	-9.305E-2 0.0008 0.008
126.2	-8.510E-2 0.0008 0.008
126.2	-7.620E-2 0.0008 0.008
126.2	-6.710E-2 0.0008 0.008
126.3	-5.729E-2 0.0008 0.008
126.3	-4.758E-2 0.0008 0.008
126.3	-3.693E-2 0.0008 0.008
126.4	-2.633E-2 0.0008 0.008
126.4	-1.558E-2 0.0008 0.008
126.4	-4.669E-3 0.0008 0.008
126.5	6.677E-3 0.0008 0.008
126.5	1.796E-2 0.0008 0.008
126.5	2.905E-2 0.0008 0.008
126.6	3.958E-2 0.0008 0.008
126.6	4.986E-2 0.0008 0.008
126.6	5.983E-2 0.0008 0.008
126.7	6.911E-2 0.0008 0.008
126.7	7.794E-2 0.0008 0.008
126.7	8.654E-2 0.0008 0.008
126.8	9.414E-2 0.0008 0.008
126.8	0.101 0.0008 0.008
126.8	0.107 0.0008 0.008
126.9	0.112 0.0008 0.008
126.9	0.117 0.0008 0.008
126.9	0.121 0.0008 0.008
127.0	0.124 0.0008 0.008
127.0	0.125 0.0008 0.008
127.0	0.126 0.0008 0.008
127.1	0.126 0.0008 0.008
127.1	0.125 0.0008 0.008
127.1	0.123 0.0008 0.008
127.2	0.120 0.0008 0.008
127.2	0.116 0.0008 0.008
127.2	0.111 0.0008 0.008
127.3	0.106 0.0008 0.008
127.3	9.979E-2 0.0008 0.008
127.3	9.299E-2 0.0008 0.008
127.4	8.559E-2 0.0008 0.008
127.4	7.714E-2 0.0008 0.008
127.4	6.820E-2 0.0008 0.008
127.5	5.888E-2 0.0008 0.008
127.5	4.901E-2 0.0008 0.008
127.5	3.890E-2 0.0008 0.008
127.6	2.822E-2 0.0008 0.008
127.6	1.740E-2 0.0008 0.008
127.6	6.264E-3 0.0008 0.008
127.7	-4.505E-3 0.0008 0.008
127.7	-1.546E-2 0.0008 0.008
127.7	-2.631E-2 0.0008 0.008
127.8	-3.681E-2 0.0008 0.008
127.8	-4.763E-2 0.0008 0.008
127.8	-5.744E-2 0.0008 0.008
127.9	-6.695E-2 0.0008 0.008
127.9	-7.632E-2 0.0008 0.008
127.9	-8.475E-2 0.0008 0.008
128.0	-9.235E-2 0.0008 0.008
128.0	-9.991E-2 0.0008 0.008
128.0	-0.106 0.0008 0.008
128.1	-0.112 0.0008 0.008
128.1	-0.116 0.0008 0.008
128.1	-0.120 0.0008 0.008
128.2	-0.123 0.0008 0.008
128.2	-0.125 0.0008 0.008
128.2	-0.126 0.0008 0.008
128.3	-0.126 0.0008 0.008
128.3	-0.125 0.0008 0.008
128.3	-0.124 0.0008 0.008
128.4	-0.121 0.0008 0.008
128.4	-0.117 0.0008 0.008
128.4	-0.113 0.0008 0.008
128.5	-0.108 0.0008 0.008
128.5	-0.102 0.0008 0.008
128.5	-9.486E-2 0.0008 0.008
128.6	-8.715E-2 0.0008 0.008
128.6	-7.892E-2 0.0008 0.008
128.6	-7.040E-2 0.0008 0.008
128.7	-6.101E-2 0.0008 0.008
128.7	-5.140E-2 0.0008 0.008
128.7	-4.132E-2 0.0008 0.008
128.8	-3.073E-2 0.0008 0.008
128.8	-2.032E-2 0.0008 0.008
128.8	-9.661E-3 0.0008 0.008
128.9	1.346E-3 0.0008 0.008
128.9	1.247E-2 0.0008 0.008
128.9	2.309E-2 0.0008 0.008
129.0	3.345E-2 0.0008 0.008
129.0	4.399E-2 0.0008 0.008
129.0	5.403E-2 0.0008 0.008
129.1	6.358E-2 0.0008 0.008
129.1	7.285E-2 0.0008 0.008
129.1	8.122E-2 0.0008 0.008
129.2	8.930E-2 0.0008 0.008
129.2	9.642E-2 0.0008 0.008
129.2	0.103 0.0008 0.008
129.3	0.109 0.0008 0.008
129.3	0.113 0.0008 0.008
129.3	0.118 0.0008 0.008
129.4	0.121 0.0008 0.008
129.4	0.123 0.0008 0.008
129.4	0.124 0.0008 0.008
129.5	0.125 0.0008 0.008
129.5	0.124 0.0008 0.008
129.5	0.123 0.0008 0.008
129.6	0.121 0.0008 0.008
129.6	0.117 0.0008 0.008
129.6	0.114 0.0008 0.008
129.7	0.109 0.0008 0.008
129.7	0.103 0.0008 0.008
129.7	9.638E-2 0.0008 0.008
129.8	8.893E-2 0.0008 0.008
129.8	8.059E-2 0.0008 0.008
129.8	7.193E-2 0.0008 0.008
129.9	6.298E-2 0.0008 0.008
129.9	5.332E-2 0.0008 0.008
129.9	4.323E-2 0.0008 0.008
130.0	3.275E-2 0.0008 0.008
130.0	2.208E-2 0.0008 0.008
130.0	1.141E-2 0.0008 0.008
130.1	8.628E-4 0.0008 0.008
130.1	-1.034E-2 0.0008 0.008
130.1	-2.102E-2 0.0008 0.008
130.2	-3.177E-2 0.0008 0.008
130.2	-4.232E-2 0.0008 0.008
130.2	-5.224E-2 0.0008 0.008
130.3	-6.174E-2 0.0008 0.008
130.3	-7.111E-2 0.0008 0.008
130.3	-7.976E-2 0.0008 0.008
130.4	-8.754E-2 0.0008 0.008
130.4	-9.523E-2 0.0008 0.008
130.4	-0.102 0.0008 0.008
130.5	-0.108 0.0008 0.008
130.5	-0.113 0.0008 0.008
130.5	-0.118 0.0008 0.008
130.6	-0.121 0.0008 0.008
130.6	-0.124 0.0008 0.008
130.6	-0.125 0.0008 0.008
130.7	-0.126 0.0008 0.008
130.7	-0.126 0.0008 0.008
130.7	-0.124 0.0008 0.008
130.8	-0.122 0.0008 0.008
130.8	-0.119 0.0008 0.008
130.8	-0.115 0.0008 0.008
130.9	-0.110 0.0008 0.008
130.9	-0.104 0.0008 0.008
130.9	-9.776E-2 0.0008 0.008
131.0	-9.083E-2 0.0008 0.008
131.0	-8.254E-2 0.0008 0.008
131.0	-7.403E-2 0.0008 0.008
131.1	-6.517E-2 0.0008 0.008
131.1	-5.520E-2 0.0008 0.008
131.1	-4.533E-2 0.0008 0.008
131.2	-3.523E-2 0.0008 0.008
131.2	-2.503E-2 0.0008 0.008
131.2	-1.437E-2 0.0008 0.008
131.3	-3.757E-3 0.0008 0.008
131.3	7.588E-3 0.0008 0.008
131.3	1.835E-2 0.0008 0.008
131.4	2.882E-2 0.0008 0.008
131.4	3.920E-2 0.0008 0.008
131.4	4.941E-2 0.0008 0.008
131.5	5.908E-2 0.0008 0.008
131.5	6.822E-2 0.0008 0.008
131.5	7.669E-2 0.0008 0.008
131.6	8.497E-2 0.0008 0.008
131.6	9.246E-2 0.0008 0.008
131.6	9.943E-2 0.0008 0.008
131.7	0.105 0.0008 0.008
131.7	0.111 0.0008 0.008
131.7	0.115 0.0008 0.008
131.8	0.119 0.0008 0.008
131.8	0.121 0.0008 0.008
131.8	0.123 0.0008 0.008
131.9	0.124 0.0008 0.008
131.9	0.124 0.0008 0.008
131.9	0.123 0.0008 0.008
132.0	0.121 0.0008 0.008
132.0	0.118 0.0008 0.008
132.0	0.114 0.0008 0.008
132.1	0.109 0.0008 0.008
132.1	0.104 0.0008 0.008
132.1	9.768E-2 0.0008 0.008
132.2	9.084E-2 0.0008 0.008
132.2	8.315E-2 0.0008 0.008
132.2	7.487E-2 0.0008 0.008
132.3	6.666E-2 0.0008 0.008
132.3	5.760E-2 0.0008 0.008
132.3	4.777E-2 0.0008 0.008
132.4	3.775E-2 0.0008 0.008
132.4	2.760E-2 0.0008 0.008
132.4	1.675E-2 0.0008 0.008
132.5	6.136E-3 0.0008 0.008
132.5	-4.681E-3 0.0008 0.008
132.5	-1.502E-2 0.0008 0.008
132.6	-2.564E-2 0.0008 0.008
132.6	-3.627E-2 0.0008 0.008
132.6	-4.626E-2 0.0008 0.008
132.7	-5.579E-2 0.0008 0.008
132.7	-6.525E-2 0.0008 0.008
132.7	-7.405E-2 0.0008 0.008
132.8	-8.243E-2 0.0008 0.008
132.8	-9.017E-2 0.0008 0.008
132.8	-9.716E-2 0.0008 0.008
132.9	-0.103 0.0008 0.008
132.9	-0.109 0.0008 0.008
132.9	-0.113 0.0008 0.008
133.0	-0.117 0.0008 0.008
133.0	-0.120 0.0008 0.008
133.0	-0.122 0.0008 0.008
133.1	-0.123 0.0008 0.008
133.1	-0.123 0.0008 0.008
133.1	-0.122 0.0008 0.008
133.2	-0.120 0.0008 0.008
133.2	-0.118 0.0008 0.008
133.2	-0.114 0.0008 0.008
133.3	-0.110 0.0008 0.008
133.3	-0.105 0.0008 0.008
133.3	-9.869E-2 0.0008 0.008
133.4	-9.192E-2 0.0008 0.008
133.4	-8.439E-2 0.0008 0.008
133.4	-7.652E-2 0.0008 0.008
133.5	-6.782E-2 0.0008 0.008
133.5	-5.886E-2 0.0008 0.008
133.5	-4.937E-2 0.0008 0.008
133.6	-3.944E-2 0.0008 0.008
133.6	-2.876E-2 0.0008 0.008
133.6	-1.810E-2 0.0008 0.008
133.7	-7.342E-3 0.0008 0.008
133.7	3.189E-3 0.0008 0.008
133.7	1.371E-2 0.0008 0.008
133.8	2.422E-2 0.0008 0.008
133.8	3.492E-2 0.0008 0.008
133.8	4.491E-2 0.0008 0.008
133.9	5.439E-2 0.0008 0.008
133.9	6.386E-2 0.0008 0.008
133.9	7.268E-2 0.0008 0.008
134.0	8.124E-2 0.0008 0.008
134.0	8.862E-2 0.0008 0.008
134.0	9.568E-2 0.0008 0.008
134.1	0.102 0.0008 0.008
134.1	0.107 0.0008 0.008
134.1	0.111 0.0008 0.008
134.2	0.115 0.0008 0.008
134.2	0.118 0.0008 0.008
134.2	0.120 0.0008 0.008
134.3	0.122 0.0008 0.008
134.3	0.122 0.0008 0.008
134.3	0.121 0.0008 0.008
134.4	0.120 0.0008 0.008
134.4	0.118 0.0008 0.008
134.4	0.114 0.0008 0.008
134.5	0.111 0.0008 0.008
134.5	0.106 0.0008 0.008
134.5	9.940E-2 0.0008 0.008
134.6	9.324E-2 0.0008 0.008
134.6	8.581E-2 0.0008 0.008
134.6	7.785E-2 0.0008 0.008
134.7	6.975E-2 0.0008 0.008
134.7	6.078E-2 0.0008 0.008
134.7	5.100E-2 0.0008 0.008
134.8	4.115E-2 0.0008 0.008
134.8	3.102E-2 0.0008 0.008
134.8	2.050E-2 0.0008 0.008
134.9	9.984E-3 0.0008 0.008
134.9	-6.251E-4 0.0008 0.008
134.9	-1.134E-2 0.0008 0.008
135.0	-2.179E-2 0.0008 0.008
135.0	-3.243E-2 0.0008 0.008
135.0	-4.231E-2 0.0008 0.008
135.1	-5.179E-2 0.0008 0.008
135.1	-6.142E-2 0.0008 0.008
135.1	-7.038E-2 0.0008 0.008
135.2	-7.872E-2 0.0008 0.008
135.2	-8.619E-2 0.0008 0.008
135.2	-9.383E-2 0.0008 0.008
135.3	-0.100 0.0008 0.008
135.3	-0.106 0.0008 0.008
135.3	-0.111 0.0008 0.008
135.4	-0.115 0.0008 0.008
135.4	-0.118 0.0008 0.008
135.4	-0.121 0.0008 0.008
135.5	-0.122 0.0008 0.008
135.5	-0.123 0.0008 0.008
135.5	-0.122 0.0008 0.008
135.6	-0.121 0.0008 0.008
135.6	-0.118 0.0008 0.008
135.6	-0.115 0.0008 0.008
135.7	-0.111 0.0008 0.008
135.7	-0.107 0.0008 0.008
135.7	-0.101 0.0008 0.008
135.8	-9.458E-2 0.0008 0.008
135.8	-8.795E-2 0.0008 0.008
135.8	-8.022E-2 0.0008 0.008
135.9	-7.186E-2 0.0008 0.008
135.9	-6.301E-2 0.0008 0.008
135.9	-5.365E-2 0.0008 0.008
136.0	-4.374E-2 0.0008 0.008
136.0	-3.385E-2 0.0008 0.008
136.0	-2.335E-2 0.0008 0.008
136.1	-1.296E-2 0.0008 0.008
136.1	-2.254E-3 0.0008 0.008
136.1	8.536E-3 0.0008 0.008
136.2	1.891E-2 0.0008 0.008
136.2	2.967E-2 0.0008 0.008
136.2	3.962E-2 0.0008 0.008
136.3	4.937E-2 0.0008 0.008
136.3	5.851E-2 0.0008 0.008
136.3	6.759E-2 0.0008 0.008
136.4	7.581E-2 0.0008 0.008
136.4	8.356E-2 0.0008 0.008
136.4	9.086E-2 0.0008 0.008
136.5	9.770E-2 0.0008 0.008
136.5	0.104 0.0008 0.008
136.5	0.109 0.0008 0.008
136.6	0.113 0.0008 0.008
136.6	0.117 0.0008 0.008
136.6	0.119 0.0008 0.008
136.7	0.121 0.0008 0.008
136.7	0.121 0.0008 0.008
136.7	0.121 0.0008 0.008
136.8	0.120 0.0008 0.008
136.8	0.118 0.0008 0.008
136.8	0.115 0.0008 0.008
136.9	0.111 0.0008 0.008
136.9	0.107 0.0008 0.008
136.9	0.101 0.0008 0.008
137.0	9.550E-2 0.0008 0.008
137.0	8.852E-2 0.0008 0.008
137.0	8.106E-2 0.0008 0.008
137.1	7.325E-2 0.0008 0.008
137.1	6.456E-2 0.0008 0.008
137.1	5.535E-2 0.0008 0.008
137.2	4.564E-2 0.0008 0.008
137.2	3.568E-2 0.0008 0.008
137.2	2.563E-2 0.0008 0.008
137.3	1.527E-2 0.0008 0.008
137.3	4.785E-3 0.0008 0.008
137.3	-5.713E-3 0.0008 0.008
137.4	-1.654E-2 0.0008 0.008
137.4	-2.712E-2 0.0008 0.008
137.4	-3.746E-2 0.0008 0.008
137.5	-4.739E-2 0.0008 0.008
137.5	-5.671E-2 0.0008 0.008
137.5	-6.573E-2 0.0008 0.008
137.6	-7.409E-2 0.0008 0.008
137.6	-8.241E-2 0.0008 0.008
137.6	-8.979E-2 0.0008 0.008
137.7	-9.667E-2 0.0008 0.008
137.7	-0.103 0.0008 0.008
137.7	-0.108 0.0008 0.008
137.8	-0.113 0.0008 0.008
137.8	-0.116 0.0008 0.008
137.8	-0.119 0.0008 0.008
137.9	-0.121 0.0008 0.008
137.9	-0.122 0.0008 0.008
137.9	-0.122 0.0008 0.008
138.0	-0.121 0.0008 0.008
138.0	-0.120 0.0008 0.008
138.0	-0.117 0.0008 0.008
138.1	-0.113 0.0008 0.008
138.1	-0.108 0.0008 0.008
138.1	-0.103 0.0008 0.008
138.2	-9.686E-2 0.0008 0.008
138.2	-9.019E-2 0.0008 0.008
138.2	-8.259E-2 0.0008 0.008
138.3	-7.493E-2 0.0008 0.008
138.3	-6.626E-2 0.0008 0.008
138.3	-5.751E-2 0.0008 0.008
138.4	-4.772E-2 0.0008 0.008
138.4	-3.769E-2 0.0008 0.008
138.4	-2.772E-2 0.0008 0.008
138.5	-1.785E-2 0.0008 0.008
138.5	-7.304E-3 0.0008 0.008
138.5	2.859E-3 0.0008 0.008
138.6	1.366E-2 0.0008 0.008
138.6	2.436E-2 0.0008 0.008
138.6	3.416E-2 0.0008 0.008
138.7	4.401E-2 0.0008 0.008
138.7	5.374E-2 0.0008 0.008
138.7	6.281E-2 0.0008 0.008
138.8	7.132E-2 0.0008 0.008
138.8	7.956E-2 0.0008 0.008
138.8	8.711E-2 0.0008 0.008
138.9	9.404E-2 0.0008 0.008
138.9	0.100 0.0008 0.008
138.9	0.105 0.0008 0.008
139.0	0.110 0.0008 0.008
139.0	0.114 0.0008 0.008
139.0	0.117 0.0008 0.008
139.1	0.119 0.0008 0.008
139.1	0.120 0.0008 0.008
139.1	0.121 0.0008 0.008
139.2	0.120 0.0008 0.008
139.2	0.118 0.0008 0.008
139.2	0.116 0.0008 0.008
139.3	0.113 0.0008 0.008
139.3	0.109 0.0008 0.008
139.3	0.104 0.0008 0.008
139.4	9.787E-2 0.0008 0.008
139.4	9.108E-2 0.0008 0.008
139.4	8.388E-2 0.0008 0.008
139.5	7.641E-2 0.0008 0.008
139.5	6.815E-2 0.0008 0.008
139.5	5.921E-2 0.0008 0.008
139.6	5.000E-2 0.0008 0.008
139.6	4.012E-2 0.0008 0.008
139.6	3.035E-2 0.0008 0.008
139.7	2.049E-2 0.0008 0.008
139.7	9.899E-3 0.0008 0.008
139.7	-5.895E-4 0.0008 0.008
139.8	-1.114E-2 0.0008 0.008
139.8	-2.169E-2 0.0008 0.008
139.8	-3.219E-2 0.0008 0.008
139.9	-4.208E-2 0.0008 0.008
139.9	-5.154E-2 0.0008 0.008
139.9	-6.060E-2 0.0008 0.008
140.0	-6.869E-2 0.0008 0.008
140.0	-7.725E-2 0.0008 0.008
140.0	-8.468E-2 0.0008 0.008
140.1	-9.226E-2 0.0008 0.008
140.1	-9.834E-2 0.0008 0.008
140.1	-0.104 0.0008 0.008
140.2	-0.109 0.0008 0.008
140.2	-0.112 0.0008 0.008
140.2	-0.115 0.0008 0.008
